text,label,tokens,num_tokens,unique_tokens,lexical_density,clean_text,tokens_clean,num_tokens_clean,unique_tokens_clean,lexical_density_clean
What is a transistor ?,0,"['what', 'is', 'a', 'transistor']",4,4,1.0,transistor,['transistor'],1,1,1.0
What is a film starring Jude Law ?,1,"['what', 'is', 'a', 'film', 'starring', 'jude', 'law']",7,7,1.0,film star jude law,"['film', 'star', 'jude', 'law']",4,4,1.0
What Hollywood dog died in the arms of Jean Harlow in 1932 ?,1,"['what', 'hollywood', 'dog', 'died', 'in', 'the', 'arms', 'of', 'jean', 'harlow', 'in', '1932']",12,11,0.9166666666666666,hollywood dog die arm jean harlow,"['hollywood', 'dog', 'die', 'arm', 'jean', 'harlow']",6,6,1.0
What are the most common elements in the Earth 's crust ?,1,"['what', 'are', 'the', 'most', 'common', 'elements', 'in', 'the', 'earth', 's', 'crust']",11,10,0.9090909090909091,common element earth crust,"['common', 'element', 'earth', 'crust']",4,4,1.0
"How much would it cost to purchase a 2-foot-square party tent , with sides , ?",5,"['how', 'much', 'would', 'it', 'cost', 'to', 'purchase', 'a', '2', 'foot', 'square', 'party', 'tent', 'with', 'sides']",15,15,1.0,cost purchase party tent side,"['cost', 'purchase', 'party', 'tent', 'side']",5,5,1.0
What actress has received the most Oscar nominations ?,3,"['what', 'actress', 'has', 'received', 'the', 'most', 'oscar', 'nominations']",8,8,1.0,actress receive oscar nomination,"['actress', 'receive', 'oscar', 'nomination']",4,4,1.0
What are equity securities ?,0,"['what', 'are', 'equity', 'securities']",4,4,1.0,equity security,"['equity', 'security']",2,2,1.0
What is gymnophobia ?,0,"['what', 'is', 'gymnophobia']",3,3,1.0,gymnophobia,['gymnophobia'],1,1,1.0
How many years do fossils take to form ?,5,"['how', 'many', 'years', 'do', 'fossils', 'take', 'to', 'form']",8,8,1.0,year fossil form,"['year', 'fossil', 'form']",3,3,1.0
Where is the Orinoco ?,4,"['where', 'is', 'the', 'orinoco']",4,4,1.0,orinoco,['orinoco'],1,1,1.0
What was the name of the `` Little Rascals '' dog ?,1,"['what', 'was', 'the', 'name', 'of', 'the', 'little', 'rascals', 'dog']",9,8,0.8888888888888888,little rascal dog,"['little', 'rascal', 'dog']",3,3,1.0
"What city boasts Penn 's Landing , on the banks of the Delaware river ?",4,"['what', 'city', 'boasts', 'penn', 's', 'landing', 'on', 'the', 'banks', 'of', 'the', 'delaware', 'river']",13,12,0.9230769230769231,city boast penn landing bank delaware river,"['city', 'boast', 'penn', 'landing', 'bank', 'delaware', 'river']",7,7,1.0
What Broadway musical was inspired by Cervantes 's Don Quixote ?,1,"['what', 'broadway', 'musical', 'was', 'inspired', 'by', 'cervantes', 's', 'don', 'quixote']",10,10,1.0,broadway musical inspire cervante quixote,"['broadway', 'musical', 'inspire', 'cervante', 'quixote']",5,5,1.0
"What is the origin of the word , JJ .",0,"['what', 'is', 'the', 'origin', 'of', 'the', 'word', 'jj']",8,7,0.875,origin word,"['origin', 'word']",2,2,1.0
How many hostages were killed in the Entebbe raid ?,5,"['how', 'many', 'hostages', 'were', 'killed', 'in', 'the', 'entebbe', 'raid']",9,9,1.0,hostage kill entebbe raid,"['hostage', 'kill', 'entebbe', 'raid']",4,4,1.0
How you can raise your IQ ?,0,"['how', 'you', 'can', 'raise', 'your', 'iq']",6,6,1.0,raise,['raise'],1,1,1.0
What does INRI stand for when used on Jesus ' cross ?,2,"['what', 'does', 'inri', 'stand', 'for', 'when', 'used', 'on', 'jesus', 'cross']",10,10,1.0,inri stand jesus cross,"['inri', 'stand', 'jesus', 'cross']",4,4,1.0
Who produces Spumante ?,3,"['who', 'produces', 'spumante']",3,3,1.0,produce spumante,"['produce', 'spumante']",2,2,1.0
Who earns their money the hard way ?,3,"['who', 'earns', 'their', 'money', 'the', 'hard', 'way']",7,7,1.0,earn money hard way,"['earn', 'money', 'hard', 'way']",4,4,1.0
Who founded the People 's Temple Commune ?,3,"['who', 'founded', 'the', 'people', 's', 'temple', 'commune']",7,7,1.0,found people temple commune,"['found', 'people', 'temple', 'commune']",4,4,1.0
What athlete makes the most money from sports merchandise sales ?,3,"['what', 'athlete', 'makes', 'the', 'most', 'money', 'from', 'sports', 'merchandise', 'sales']",10,10,1.0,athlete make money sport merchandise sale,"['athlete', 'make', 'money', 'sport', 'merchandise', 'sale']",6,6,1.0
How many bends are there in a standard paper clip ?,5,"['how', 'many', 'bends', 'are', 'there', 'in', 'a', 'standard', 'paper', 'clip']",10,10,1.0,bend standard paper clip,"['bend', 'standard', 'paper', 'clip']",4,4,1.0
Who discovered electricity ?,3,"['who', 'discovered', 'electricity']",3,3,1.0,discover electricity,"['discover', 'electricity']",2,2,1.0
What part of your body contains the corpus callosum ?,1,"['what', 'part', 'of', 'your', 'body', 'contains', 'the', 'corpus', 'callosum']",9,9,1.0,body contain corpus callosum,"['body', 'contain', 'corpus', 'callosum']",4,4,1.0
Who was the first American in space ?,3,"['who', 'was', 'the', 'first', 'american', 'in', 'space']",7,7,1.0,american space,"['american', 'space']",2,2,1.0
What two South American countries do n't border Brazil ?,4,"['what', 'two', 'south', 'american', 'countries', 'do', 'n', 't', 'border', 'brazil']",10,10,1.0,south american country border brazil,"['south', 'american', 'country', 'border', 'brazil']",5,5,1.0
What album put The Beatles on the cover of Time in 1967 ?,1,"['what', 'album', 'put', 'the', 'beatles', 'on', 'the', 'cover', 'of', 'time', 'in', '1967']",12,11,0.9166666666666666,album beatle cover time,"['album', 'beatle', 'cover', 'time']",4,4,1.0
"What poem contains the line , `` grow old with me the best is yet to be '' .",1,"['what', 'poem', 'contains', 'the', 'line', 'grow', 'old', 'with', 'me', 'the', 'best', 'is', 'yet', 'to', 'be']",15,14,0.9333333333333333,poem contain line grow old well,"['poem', 'contain', 'line', 'grow', 'old', 'well']",6,6,1.0
What is a dental root canal ?,0,"['what', 'is', 'a', 'dental', 'root', 'canal']",6,6,1.0,dental root canal,"['dental', 'root', 'canal']",3,3,1.0
What war did the Wanna-Go-Home Riots occur after ?,1,"['what', 'war', 'did', 'the', 'wanna', 'go', 'home', 'riots', 'occur', 'after']",10,10,1.0,war wannagohome riot occur,"['war', 'wannagohome', 'riot', 'occur']",4,4,1.0
What is the busiest air travel season ?,5,"['what', 'is', 'the', 'busiest', 'air', 'travel', 'season']",7,7,1.0,busy air travel season,"['busy', 'air', 'travel', 'season']",4,4,1.0
What 's the colored part of the eye called ?,1,"['what', 's', 'the', 'colored', 'part', 'of', 'the', 'eye', 'called']",9,8,0.8888888888888888,colored eye call,"['colored', 'eye', 'call']",3,3,1.0
What are hook worms ?,0,"['what', 'are', 'hook', 'worms']",4,4,1.0,hook worm,"['hook', 'worm']",2,2,1.0
Where is the Rose Bowl played ?,4,"['where', 'is', 'the', 'rose', 'bowl', 'played']",6,6,1.0,rose bowl play,"['rose', 'bowl', 'play']",3,3,1.0
Which Japanese car maker had its biggest percentage of sale in the domestic market ?,3,"['which', 'japanese', 'car', 'maker', 'had', 'its', 'biggest', 'percentage', 'of', 'sale', 'in', 'the', 'domestic', 'market']",14,14,1.0,japanese car maker big percentage sale domestic market,"['japanese', 'car', 'maker', 'big', 'percentage', 'sale', 'domestic', 'market']",8,8,1.0
Who is the mayor of Marbella ?,3,"['who', 'is', 'the', 'mayor', 'of', 'marbella']",6,6,1.0,mayor marbella,"['mayor', 'marbella']",2,2,1.0
"What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?",4,"['what', 'sun', 'blasted', '14', 'mile', 'wide', 'valley', 'is', 'just', 'north', 'of', 'the', 'mojave', 'desert']",14,14,1.0,sunblaste wide valley north mojave desert,"['sunblaste', 'wide', 'valley', 'north', 'mojave', 'desert']",6,6,1.0
In what year did Thatcher become prime minister ?,5,"['in', 'what', 'year', 'did', 'thatcher', 'become', 'prime', 'minister']",8,8,1.0,year thatcher prime minister,"['year', 'thatcher', 'prime', 'minister']",4,4,1.0
How many months does it take the moon to revolve around the Earth ?,5,"['how', 'many', 'months', 'does', 'it', 'take', 'the', 'moon', 'to', 'revolve', 'around', 'the', 'earth']",13,12,0.9230769230769231,month moon revolve earth,"['month', 'moon', 'revolve', 'earth']",4,4,1.0
Where are the 49 steps ?,4,"['where', 'are', 'the', '49', 'steps']",5,5,1.0,step,['step'],1,1,1.0
In what year was De Gaulle elected president of France ?,5,"['in', 'what', 'year', 'was', 'de', 'gaulle', 'elected', 'president', 'of', 'france']",10,10,1.0,year gaulle elect president france,"['year', 'gaulle', 'elect', 'president', 'france']",5,5,1.0
Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?,3,"['who', 'sings', 'the', 'themes', 'for', 'dawson', 's', 'creek', 'and', 'felicity']",10,10,1.0,sing theme dawson creek felicity,"['sing', 'theme', 'dawson', 'creek', 'felicity']",5,5,1.0
Who directed `` Jaws '' ?,3,"['who', 'directed', 'jaws']",3,3,1.0,direct jaw,"['direct', 'jaw']",2,2,1.0
On what T.V. show could Tom Terrific be found ?,1,"['on', 'what', 't', 'v', 'show', 'could', 'tom', 'terrific', 'be', 'found']",10,10,1.0,tom terrific found,"['tom', 'terrific', 'found']",3,3,1.0
What Indian tribe is F Troop perpetually doing battle with ?,3,"['what', 'indian', 'tribe', 'is', 'f', 'troop', 'perpetually', 'doing', 'battle', 'with']",10,10,1.0,indian tribe troop perpetually battle,"['indian', 'tribe', 'troop', 'perpetually', 'battle']",5,5,1.0
Where did Indian Pudding come from ?,0,"['where', 'did', 'indian', 'pudding', 'come', 'from']",6,6,1.0,indian pudding come,"['indian', 'pudding', 'come']",3,3,1.0
Why do some clothing labels say `` Use a nonchlorine bleach '' ?,0,"['why', 'do', 'some', 'clothing', 'labels', 'say', 'use', 'a', 'nonchlorine', 'bleach']",10,10,1.0,clothing label use nonchlorine bleach,"['clothing', 'label', 'use', 'nonchlorine', 'bleach']",5,5,1.0
How many colonies were involved in the American Revolution ?,5,"['how', 'many', 'colonies', 'were', 'involved', 'in', 'the', 'american', 'revolution']",9,9,1.0,colony involve american revolution,"['colony', 'involve', 'american', 'revolution']",4,4,1.0
What is the name of the city that Maurizio Pellegrin lives in ?,4,"['what', 'is', 'the', 'name', 'of', 'the', 'city', 'that', 'maurizio', 'pellegrin', 'lives', 'in']",12,11,0.9166666666666666,city maurizio pellegrin live,"['city', 'maurizio', 'pellegrin', 'live']",4,4,1.0
Where can I find pictorial directions on how to build a very simple treehouse ?,4,"['where', 'can', 'i', 'find', 'pictorial', 'directions', 'on', 'how', 'to', 'build', 'a', 'very', 'simple', 'treehouse']",14,14,1.0,find pictorial direction build simple treehouse,"['find', 'pictorial', 'direction', 'build', 'simple', 'treehouse']",6,6,1.0
"What game 's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?",1,"['what', 'game', 's', 'board', 'shows', 'the', 'territories', 'of', 'irkutsk', 'yakutsk', 'and', 'kamchatka']",12,12,1.0,game board show territory irkutsk yakutsk kamchatka,"['game', 'board', 'show', 'territory', 'irkutsk', 'yakutsk', 'kamchatka']",7,7,1.0
What is the name of the managing director of Apricot Computer ?,3,"['what', 'is', 'the', 'name', 'of', 'the', 'managing', 'director', 'of', 'apricot', 'computer']",11,9,0.8181818181818182,manage director apricot computer,"['manage', 'director', 'apricot', 'computer']",4,4,1.0
What is the occupation of Nicholas Cage ?,3,"['what', 'is', 'the', 'occupation', 'of', 'nicholas', 'cage']",7,7,1.0,occupation nichola cage,"['occupation', 'nichola', 'cage']",3,3,1.0
Why do horseshoes bring luck ?,0,"['why', 'do', 'horseshoes', 'bring', 'luck']",5,5,1.0,horseshoe bring luck,"['horseshoe', 'bring', 'luck']",3,3,1.0
"What is the 401 , K , plan ?",0,"['what', 'is', 'the', '401', 'k', 'plan']",6,6,1.0,plan,['plan'],1,1,1.0
What causes pneumonia ?,0,"['what', 'causes', 'pneumonia']",3,3,1.0,cause pneumonia,"['cause', 'pneumonia']",2,2,1.0
What are the three winter months in the southern hemisphere ?,5,"['what', 'are', 'the', 'three', 'winter', 'months', 'in', 'the', 'southern', 'hemisphere']",10,9,0.9,winter month southern hemisphere,"['winter', 'month', 'southern', 'hemisphere']",4,4,1.0
What does gringo mean ?,0,"['what', 'does', 'gringo', 'mean']",4,4,1.0,gringo mean,"['gringo', 'mean']",2,2,1.0
What country contains Africa 's northernmost point ?,4,"['what', 'country', 'contains', 'africa', 's', 'northernmost', 'point']",7,7,1.0,country contain africa northernmost point,"['country', 'contain', 'africa', 'northernmost', 'point']",5,5,1.0
What therapy attempts to elicit the `` primal scream '' ?,1,"['what', 'therapy', 'attempts', 'to', 'elicit', 'the', 'primal', 'scream']",8,8,1.0,therapy attempt elicit primal scream,"['therapy', 'attempt', 'elicit', 'primal', 'scream']",5,5,1.0
Where is the Kalahari desert ?,4,"['where', 'is', 'the', 'kalahari', 'desert']",5,5,1.0,kalahari desert,"['kalahari', 'desert']",2,2,1.0
Which Ventura County police department seized the largest cocaine shipment in it 's history ?,3,"['which', 'ventura', 'county', 'police', 'department', 'seized', 'the', 'largest', 'cocaine', 'shipment', 'in', 'it', 's', 'history']",14,14,1.0,ventura county police department seize large cocaine shipment history,"['ventura', 'county', 'police', 'department', 'seize', 'large', 'cocaine', 'shipment', 'history']",9,9,1.0
What city is sometimes called Gotham ?,4,"['what', 'city', 'is', 'sometimes', 'called', 'gotham']",6,6,1.0,city call gotham,"['city', 'call', 'gotham']",3,3,1.0
What dangles over the tongue from the palate ?,1,"['what', 'dangles', 'over', 'the', 'tongue', 'from', 'the', 'palate']",8,7,0.875,dangles tongue palate,"['dangles', 'tongue', 'palate']",3,3,1.0
Who created Dennis the Menace ?,3,"['who', 'created', 'dennis', 'the', 'menace']",5,5,1.0,create dennis menace,"['create', 'dennis', 'menace']",3,3,1.0
What dummy received an honorary degree from Northwestern University ?,3,"['what', 'dummy', 'received', 'an', 'honorary', 'degree', 'from', 'northwestern', 'university']",9,9,1.0,dummy receive honorary degree northwestern university,"['dummy', 'receive', 'honorary', 'degree', 'northwestern', 'university']",6,6,1.0
When was the first Wall Street Journal published ?,5,"['when', 'was', 'the', 'first', 'wall', 'street', 'journal', 'published']",8,8,1.0,wall street journal publish,"['wall', 'street', 'journal', 'publish']",4,4,1.0
What countries have the largest areas of forest ?,4,"['what', 'countries', 'have', 'the', 'largest', 'areas', 'of', 'forest']",8,8,1.0,country large area forest,"['country', 'large', 'area', 'forest']",4,4,1.0
How do I start a web based business ?,0,"['how', 'do', 'i', 'start', 'a', 'web', 'based', 'business']",8,8,1.0,start web base business,"['start', 'web', 'base', 'business']",4,4,1.0
Name Alvin 's brothers,3,"['name', 'alvin', 's', 'brothers']",4,4,1.0,alvin brothers,"['alvin', 'brothers']",2,2,1.0
What is Eagle 's syndrome styloid process ?,0,"['what', 'is', 'eagle', 's', 'syndrome', 'styloid', 'process']",7,7,1.0,eagle syndrome styloid process,"['eagle', 'syndrome', 'styloid', 'process']",4,4,1.0
How did Jayne Mansfield die ?,0,"['how', 'did', 'jayne', 'mansfield', 'die']",5,5,1.0,jayne mansfield die,"['jayne', 'mansfield', 'die']",3,3,1.0
When did the royal wedding of Prince Andrew and Fergie take place ?,5,"['when', 'did', 'the', 'royal', 'wedding', 'of', 'prince', 'andrew', 'and', 'fergie', 'take', 'place']",12,12,1.0,royal wedding prince andrew fergie place,"['royal', 'wedding', 'prince', 'andrew', 'fergie', 'place']",6,6,1.0
What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?,3,"['what', 'actor', 'said', 'in', 'a', 'day', 'at', 'the', 'races', 'either', 'he', 's', 'dead', 'or', 'my', 'watch', 'has', 'stopped']",18,18,1.0,actor say day race dead watch stop,"['actor', 'say', 'day', 'race', 'dead', 'watch', 'stop']",7,7,1.0
What explorer was nicknamed Iberia 's Pilot ?,3,"['what', 'explorer', 'was', 'nicknamed', 'iberia', 's', 'pilot']",7,7,1.0,explorer nickname iberia pilot,"['explorer', 'nickname', 'iberia', 'pilot']",4,4,1.0
CNN began broadcasting in what year ?,5,"['cnn', 'began', 'broadcasting', 'in', 'what', 'year']",6,6,1.0,cnn begin broadcast year,"['cnn', 'begin', 'broadcast', 'year']",4,4,1.0
What is a ball that hits the foul pole called ?,1,"['what', 'is', 'a', 'ball', 'that', 'hits', 'the', 'foul', 'pole', 'called']",10,10,1.0,ball hit foul pole call,"['ball', 'hit', 'foul', 'pole', 'call']",5,5,1.0
What makes hamburgers taste like steakburgers ?,0,"['what', 'makes', 'hamburgers', 'taste', 'like', 'steakburgers']",6,6,1.0,make hamburger taste like steakburger,"['make', 'hamburger', 'taste', 'like', 'steakburger']",5,5,1.0
Which company created the Internet browser Mosaic ?,3,"['which', 'company', 'created', 'the', 'internet', 'browser', 'mosaic']",7,7,1.0,company create internet browser mosaic,"['company', 'create', 'internet', 'browser', 'mosaic']",5,5,1.0
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,1,"['what', 'are', 'the', 'rites', 'accompanying', 'the', 'circumcision', 'of', 'a', 'newly', 'born', 'child', 'in', 'judaism', 'called']",15,14,0.9333333333333333,rite accompany circumcision newly bornchild judaism call,"['rite', 'accompany', 'circumcision', 'newly', 'bornchild', 'judaism', 'call']",7,7,1.0
What was the education system in the 1960 's ?,1,"['what', 'was', 'the', 'education', 'system', 'in', 'the', '1960', 's']",9,8,0.8888888888888888,education system,"['education', 'system']",2,2,1.0
What South American city has the world 's highest commercial landing field ?,4,"['what', 'south', 'american', 'city', 'has', 'the', 'world', 's', 'highest', 'commercial', 'landing', 'field']",12,12,1.0,south american city world high commercial landing field,"['south', 'american', 'city', 'world', 'high', 'commercial', 'landing', 'field']",8,8,1.0
