Label,Message,Word_count,Message_clean,Word_count_clean
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,23,congratulation award voucher guarantee free entry wkly draw txt music tnc,11
ham,Ranjith cal drpd Deeraj and deepak 5min hold,8,deeraj deepak hold,3
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",34,lovable bcum angry wid dnt seriously coz angry childish true way show deep affection care luv kettoda manda nice day,20
ham,What you doing?how are you?,5,doinghow,1
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",37,up ship company take way usp take week get lag bribe nipost stuff,13
ham,"I'm back, lemme know when you're ready",7,lemme know ready,3
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,18,necessarily expect headin,3
ham,Mmm so yummy babe ... Nice jolt to the suzy,10,yummy babe nice jolt suzy,5
ham,Where are you lover ? I need you ...,9,lover need,2
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,27,try contact reply offer video handset anytime network min unlimited text camcorder reply,13
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,15,i‘m park mini come today think,6
ham,Yup,1,yup,1
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,18,go shop cos sis,4
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,11,ring,1
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,25,hey horny want chat naked text hot text charge unsubscribe text stop,12
ham,Why you Dint come with us.,6,dint come,2
ham,Same. Wana plan a trip sometme then,7,wana plan trip sometme,4
ham,"Not sure yet, still trying to get a hold of him",11,sure try hold,3
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,27,ringtone service change free credit choose content stop txt club stop,11
ham,The evo. I just had to download flash. Jealous?,9,evo download flash jealous,4
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,24,ringtone club single chart mobile week choose quality ringtone message free charge,12
ham,"Come to mu, we're sorting out our narcotics situation",9,come sort narcotic situation,4
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",29,night end day morning come special way smile like sunny ray leave worry blue blue bay,16
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,25,hmv bonus special pound genuine hmv voucher win answer easy question play send,13
ham,"Usf I guess, might as well take 1 car",9,usf guess car,3
ham,No objection. My bf not coming.,6,objection come,2
ham,Thanx...,1,thanx,1
ham,Tell rob to mack his gf in the theater,9,tell theater,2
ham,"Awesome, I'll see you in a bit",7,awesome bit,2
ham,Just sent it. So what type of food do you like?,11,send type food like,4
ham,All done? All handed in? Celebrations in full swing yet?,10,handed celebration swing,3
ham,You got called a tool?,5,get call tool,3
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",25,person definitely special person special miss keepintouch gdeve,8
ham,Ok. I asked for money how far,7,ask money far,3
ham,Okie...,1,okie,1
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",25,yeah think usual guy pass night ahold anybody let know throw,11
ham,"K, I might come by tonight then if my class lets out early",13,come tonight class let early,5
ham,Ok..,1,,0
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,35,baby cruisin girl friend hour home alright fone fone love,10
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",33,life mean lot love life love people life world call friend world,12
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",21,dearshall mail tonitebusy streetshall update tonitething look okvarunnathu edukkukayee raksha ollubut good real sense,14
ham,Hey you told your name to gautham ah?,8,hey tell,2
ham,Haf u found him? I feel so stupid da v cam was working.,13,haf find feel stupid cam work,6
ham,Oops. 4 got that bit.,5,oops get bit,3
ham,Are you this much buzy,5,buzy,1
ham,I accidentally deleted the message. Resend please.,7,accidentally delete message resend,4
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,29,tmobile customer claim free camera phone upgrade pay sim card loyalty end apply,13
ham,Unless it's a situation where YOU GO GURL would be more appropriate,12,situation gurl appropriate,3
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,35,hurt tease cry end life die plz rise grave stupid miss nice day bslvyl,14
ham,I cant pick the phone right now. Pls send a message,11,pick phone right pls send message,6
ham,Need a coffee run tomo?Can't believe it's that time of week already,12,need coffee run tomocant believe time week,7
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",17,awesome remember time get somebody high time diesel,8
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",31,shit shocking scary imagine second def night think crash night save taxi,12
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,21,way food fridge want meal tonight,6
ham,He is a womdarfull actor,5,womdarfull actor,2
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",23,aberdeen check sm blind date send hide,7
ham,Yup... From what i remb... I think should be can book... ,11,yup remb think book,4
ham,Jos ask if u wana meet up?,7,ask,1
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,14,lol yes friendship hang thread cause buy stuff,8
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",24,themob check new selection content game tone gossip babe sport mobile fit funky text wap,15
ham,Where are the garage keys? They aren't on the bookshelf,10,garage key bookshelf,3
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,24,today accept dayu accept brother sister swtheart bstfrnd rply mean enemy,11
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",25,think smart win week weekly quiz text play nowtcs winnersclub box,11
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,24,say friend get money definitely buy end week,8
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",33,way normal waythis real uniquei hope know rest mylife hope find wot lose,13
ham,You made my day. Do have a great day too.,10,day great day,3
ham,K.k:)advance happy pongal.,3,kkadvance happy pongal,3
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",24,hmm guess power yoga haha dunno tahan power yoga anot thk get oso forget liao,15
ham,"Not really dude, have no friends i'm afraid :(",9,dude friend afraid,3
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,27,december mobile entitle update late colour camera mobile free mobile update free,12
ham,"Coffee cake, i guess...",4,coffee cake guess,3
ham,"Merry Christmas to you too babe, i love ya *kisses*",10,merry christmas babe love kiss,5
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,13,hey watch man lunch haha,5
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,28,ppl gona bit cos bus hav gon past cos waitin pete,11
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,31,great guild meet bristol road touch weekend plan flight good week,11
ham,No problem. How are you doing?,6,problem,1
ham,No calls..messages..missed calls,3,callsmessagesmisse call,2
ham,Hi da:)how is the todays class?,6,dahow todays class,3
ham,"I'd say that's a good sign but, well, you know my track record at reading women",16,good sign know track record read woman,7
ham,"Cool, text me when you're parked",6,cool text park,3
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,20,read text send mean joke read light,7
ham,K.k:)apo k.good movie.,3,,0
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,14,maybe book tomo return immediately,5
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,24,minute fix line access number prepayment direct access,8
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,43,chance evaporated soon violate privacy steal phone number employer paperwork cool contact report supervisor,14
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,27,valentine day special win quiz partner trip lifetime send rcvd,10
ham,"Ta-Daaaaa! I am home babe, are you still up ?",10,tadaa home babe,3
